Country Name,Country Code,Indicator Name,Indicator Code,Year,Value
France,FRA,Net migration,SM.POP.NETM,1975,16139.0
Faroe Islands,FRO,Net migration,SM.POP.NETM,1975,-38.0
Micronesia, Fed. Sts.,FSM,Net migration,1975,-484.0
Gabon,GAB,Net migration,SM.POP.NETM,1975,792.0
United Kingdom,GBR,Net migration,SM.POP.NETM,1975,-40241.0
Georgia,GEO,Net migration,SM.POP.NETM,1975,-9605.0
Ghana,GHA,Net migration,SM.POP.NETM,1975,-292.0
Gibraltar,GIB,Net migration,SM.POP.NETM,1975,-121.0
Guinea,GIN,Net migration,SM.POP.NETM,1975,-26221.0
Gambia, The,GMB,Net migration,1975,2610.0
Guinea-Bissau,GNB,Net migration,SM.POP.NETM,1975,28645.0
Equatorial Guinea,GNQ,Net migration,SM.POP.NETM,1975,-11398.0
Greece,GRC,Net migration,SM.POP.NETM,1975,61265.0
Grenada,GRD,Net migration,SM.POP.NETM,1975,-2651.0
Greenland,GRL,Net migration,SM.POP.NETM,1975,22.0
Guatemala,GTM,Net migration,SM.POP.NETM,1975,-42329.0
Guam,GUM,Net migration,SM.POP.NETM,1975,-356.0
Guyana,GUY,Net migration,SM.POP.NETM,1975,-11231.0
High income,HIC,Net migration,SM.POP.NETM,1975,861648.0
Hong Kong SAR, China,HKG,Net migration,1975,46801.0
Honduras,HND,Net migration,SM.POP.NETM,1975,-11855.0
Heavily indebted poor countries (HIPC),HPC,Net migration,SM.POP.NETM,1975,-134483.0
Croatia,HRV,Net migration,SM.POP.NETM,1975,-7366.0
Haiti,HTI,Net migration,SM.POP.NETM,1975,-20074.0
Hungary,HUN,Net migration,SM.POP.NETM,1975,-335.0
IBRD only,IBD,Net migration,SM.POP.NETM,1975,-94138.0
IDA & IBRD total,IBT,Net migration,SM.POP.NETM,1975,-834546.0
IDA total,IDA,Net migration,SM.POP.NETM,1975,-740408.0
IDA blend,IDB,Net migration,SM.POP.NETM,1975,-48958.0
Indonesia,IDN,Net migration,SM.POP.NETM,1975,56386.0
IDA only,IDX,Net migration,SM.POP.NETM,1975,-691450.0
Isle of Man,IMN,Net migration,SM.POP.NETM,1975,1017.0
India,IND,Net migration,SM.POP.NETM,1975,434205.0
Not classified,INX,Net migration,SM.POP.NETM,1975,
Ireland,IRL,Net migration,SM.POP.NETM,1975,13828.0
Iran, Islamic Rep.,IRN,Net migration,1975,103252.0
Iraq,IRQ,Net migration,SM.POP.NETM,1975,-6237.0
Iceland,ISL,Net migration,SM.POP.NETM,1975,-388.0
Israel,ISR,Net migration,SM.POP.NETM,1975,11726.0
Italy,ITA,Net migration,SM.POP.NETM,1975,43051.0
Jamaica,JAM,Net migration,SM.POP.NETM,1975,-17340.0
Jordan,JOR,Net migration,SM.POP.NETM,1975,-14822.0
Japan,JPN,Net migration,SM.POP.NETM,1975,107.0
Kazakhstan,KAZ,Net migration,SM.POP.NETM,1975,26332.0
Kenya,KEN,Net migration,SM.POP.NETM,1975,-71421.0
Kyrgyz Republic,KGZ,Net migration,SM.POP.NETM,1975,-7639.0
Cambodia,KHM,Net migration,SM.POP.NETM,1975,-47717.0
Kiribati,KIR,Net migration,SM.POP.NETM,1975,-1706.0
St. Kitts and Nevis,KNA,Net migration,SM.POP.NETM,1975,-813.0
Korea, Rep.,KOR,Net migration,1975,27005.0
Kuwait,KWT,Net migration,SM.POP.NETM,1975,30909.0
Latin America & Caribbean (excluding high income),LAC,Net migration,SM.POP.NETM,1975,-585110.0
Lao PDR,LAO,Net migration,SM.POP.NETM,1975,-13858.0
Lebanon,LBN,Net migration,SM.POP.NETM,1975,0.0
Liberia,LBR,Net migration,SM.POP.NETM,1975,2037.0
Libya,LBY,Net migration,SM.POP.NETM,1975,49544.0
St. Lucia,LCA,Net migration,SM.POP.NETM,1975,-1454.0
Latin America & Caribbean,LCN,Net migration,SM.POP.NETM,1975,-656856.0
Least developed countries: UN classification,LDC,Net migration,SM.POP.NETM,1975,-616064.0
Low income,LIC,Net migration,SM.POP.NETM,1975,-175647.0
Liechtenstein,LIE,Net migration,SM.POP.NETM,1975,166.0
Sri Lanka,LKA,Net migration,SM.POP.NETM,1975,-37475.0
Lower middle income,LMC,Net migration,SM.POP.NETM,1975,-420504.0
Low & middle income,LMY,Net migration,SM.POP.NETM,1975,-833507.0
Lesotho,LSO,Net migration,SM.POP.NETM,1975,9723.0
Late-demographic dividend,LTE,Net migration,SM.POP.NETM,1975,-173418.0
Lithuania,LTU,Net migration,SM.POP.NETM,1975,8170.0
Luxembourg,LUX,Net migration,SM.POP.NETM,1975,2794.0
Latvia,LVA,Net migration,SM.POP.NETM,1975,12166.0
Macao SAR, China,MAC,Net migration,1975,3808.0
St. Martin (French part),MAF,Net migration,SM.POP.NETM,1975,60.0
Morocco,MAR,Net migration,SM.POP.NETM,1975,-51968.0
Monaco,MCO,Net migration,SM.POP.NETM,1975,458.0
Moldova,MDA,Net migration,SM.POP.NETM,1975,2355.0
Madagascar,MDG,Net migration,SM.POP.NETM,1975,-5173.0
Maldives,MDV,Net migration,SM.POP.NETM,1975,-14.0
Middle East & North Africa,MEA,Net migration,SM.POP.NETM,1975,446953.0
Mexico,MEX,Net migration,SM.POP.NETM,1975,-216556.0
Marshall Islands,MHL,Net migration,SM.POP.NETM,1975,-193.0
Middle income,MIC,Net migration,SM.POP.NETM,1975,-657860.0
North Macedonia,MKD,Net migration,SM.POP.NETM,1975,-1147.0
Mali,MLI,Net migration,SM.POP.NETM,1975,-26572.0
Malta,MLT,Net migration,SM.POP.NETM,1975,-1742.0
Myanmar,MMR,Net migration,SM.POP.NETM,1975,-52763.0
Middle East & North Africa (excluding high income),MNA,Net migration,SM.POP.NETM,1975,266639.0
Montenegro,MNE,Net migration,SM.POP.NETM,1975,-1588.0
Mongolia,MNG,Net migration,SM.POP.NETM,1975,6556.0
Northern Mariana Islands,MNP,Net migration,SM.POP.NETM,1975,-123.0
Mozambique,MOZ,Net migration,SM.POP.NETM,1975,59562.0
Mauritania,MRT,Net migration,SM.POP.NETM,1975,-1472.0
Mauritius,MUS,Net migration,SM.POP.NETM,1975,-3869.0
Malawi,MWI,Net migration,SM.POP.NETM,1975,5162.0
Malaysia,MYS,Net migration,SM.POP.NETM,1975,-20480.0
North America,NAC,Net migration,SM.POP.NETM,1975,794540.0
Namibia,NAM,Net migration,SM.POP.NETM,1975,-553.0
New Caledonia,NCL,Net migration,SM.POP.NETM,1975,2838.0
Niger,NER,Net migration,SM.POP.NETM,1975,-3254.0
Nigeria,NGA,Net migration,SM.POP.NETM,1975,75603.0
Nicaragua,NIC,Net migration,SM.POP.NETM,1975,-9349.0
Netherlands,NLD,Net migration,SM.POP.NETM,1975,68569.0
Norway,NOR,Net migration,SM.POP.NETM,1975,3312.0
Nepal,NPL,Net migration,SM.POP.NETM,1975,-6686.0
Nauru,NRU,Net migration,SM.POP.NETM,1975,0.0
New Zealand,NZL,Net migration,SM.POP.NETM,1975,13196.0
OECD members,OED,Net migration,SM.POP.NETM,1975,191563.0
Oman,OMN,Net migration,SM.POP.NETM,1975,5632.0
Other small states,OSS,Net migration,SM.POP.NETM,1975,19631.0
Pakistan,PAK,Net migration,SM.POP.NETM,1975,-1710.0
Panama,PAN,Net migration,SM.POP.NETM,1975,-2635.0
Peru,PER,Net migration,SM.POP.NETM,1975,-34382.0
Philippines,PHL,Net migration,SM.POP.NETM,1975,-220296.0
Palau,PLW,Net migration,SM.POP.NETM,1975,-296.0
Papua New Guinea,PNG,Net migration,SM.POP.NETM,1975,-23562.0
Poland,POL,Net migration,SM.POP.NETM,1975,-31346.0
Pre-demographic dividend,PRE,Net migration,SM.POP.NETM,1975,20821.0
Puerto Rico,PRI,Net migration,SM.POP.NETM,1975,-731.0
Korea, Dem. People's Rep.,PRK,Net migration,1975,0.0
Portugal,PRT,Net migration,SM.POP.NETM,1975,42262.0
Paraguay,PRY,Net migration,SM.POP.NETM,1975,-3807.0
West Bank and Gaza,PSE,Net migration,SM.POP.NETM,1975,-11596.0
Pacific island small states,PSS,Net migration,SM.POP.NETM,1975,-9982.0
Post-demographic dividend,PST,Net migration,SM.POP.NETM,1975,662494.0
French Polynesia,PYF,Net migration,SM.POP.NETM,1975,526.0
Qatar,QAT,Net migration,SM.POP.NETM,1975,10549.0
Romania,ROU,Net migration,SM.POP.NETM,1975,9125.0
Russian Federation,RUS,Net migration,SM.POP.NETM,1975,80069.0
Rwanda,RWA,Net migration,SM.POP.NETM,1975,-4791.0
South Asia,SAS,Net migration,SM.POP.NETM,1975,-43610.0
Saudi Arabia,SAU,Net migration,SM.POP.NETM,1975,73960.0
Sudan,SDN,Net migration,SM.POP.NETM,1975,62843.0
Senegal,SEN,Net migration,SM.POP.NETM,1975,-7870.0
Singapore,SGP,Net migration,SM.POP.NETM,1975,4104.0
Solomon Islands,SLB,Net migration,SM.POP.NETM,1975,-760.0
Sierra Leone,SLE,Net migration,SM.POP.NETM,1975,-13058.0
El Salvador,SLV,Net migration,SM.POP.NETM,1975,-26198.0
San Marino,SMR,Net migration,SM.POP.NETM,1975,-133.0
Somalia,SOM,Net migration,SM.POP.NETM,1975,-1934.0
Serbia,SRB,Net migration,SM.POP.NETM,1975,-3490.0
Sub-Saharan Africa (excluding high income),SSA,Net migration,SM.POP.NETM,1975,31296.0
South Sudan,SSD,Net migration,SM.POP.NETM,1975,-395.0
Sub-Saharan Africa,SSF,Net migration,SM.POP.NETM,1975,31555.0
Small states,SST,Net migration,SM.POP.NETM,1975,-25866.0
Sao Tome and Principe,STP,Net migration,SM.POP.NETM,1975,-392.0
Suriname,SUR,Net migration,SM.POP.NETM,1975,-11287.0
Slovak Republic,SVK,Net migration,SM.POP.NETM,1975,-4652.0
Slovenia,SVN,Net migration,SM.POP.NETM,1975,2421.0
Sweden,SWE,Net migration,SM.POP.NETM,1975,16564.0
Eswatini,SWZ,Net migration,SM.POP.NETM,1975,-3794.0
Sint Maarten (Dutch part),SXM,Net migration,SM.POP.NETM,1975,405.0
Seychelles,SYC,Net migration,SM.POP.NETM,1975,259.0
Syrian Arab Republic,SYR,Net migration,SM.POP.NETM,1975,-24389.0
Turks and Caicos Islands,TCA,Net migration,SM.POP.NETM,1975,66.0
Chad,TCD,Net migration,SM.POP.NETM,1975,-22768.0
East Asia & Pacific (IDA & IBRD countries),TEA,Net migration,SM.POP.NETM,1975,-367051.0
Europe & Central Asia (IDA & IBRD countries),TEC,Net migration,SM.POP.NETM,1975,-123556.0
Togo,TGO,Net migration,SM.POP.NETM,1975,-16973.0
Thailand,THA,Net migration,SM.POP.NETM,1975,66306.0
Tajikistan,TJK,Net migration,SM.POP.NETM,1975,7237.0
Turkmenistan,TKM,Net migration,SM.POP.NETM,1975,550.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,Net migration,SM.POP.NETM,1975,-610119.0
Timor-Leste,TLS,Net migration,SM.POP.NETM,1975,9542.0
Middle East & North Africa (IDA & IBRD countries),TMN,Net migration,SM.POP.NETM,1975,278235.0
Tonga,TON,Net migration,SM.POP.NETM,1975,-346.0
South Asia (IDA & IBRD),TSA,Net migration,SM.POP.NETM,1975,-43610.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,Net migration,SM.POP.NETM,1975,31555.0
Trinidad and Tobago,TTO,Net migration,SM.POP.NETM,1975,-7768.0
Tunisia,TUN,Net migration,SM.POP.NETM,1975,-8765.0
Turkiye,TUR,Net migration,SM.POP.NETM,1975,-193829.0
Tuvalu,TUV,Net migration,SM.POP.NETM,1975,186.0
Tanzania,TZA,Net migration,SM.POP.NETM,1975,53290.0
Uganda,UGA,Net migration,SM.POP.NETM,1975,-47359.0
Ukraine,UKR,Net migration,SM.POP.NETM,1975,15336.0
Upper middle income,UMC,Net migration,SM.POP.NETM,1975,-237356.0
Uruguay,URY,Net migration,SM.POP.NETM,1975,-14350.0
United States,USA,Net migration,SM.POP.NETM,1975,655078.0
Uzbekistan,UZB,Net migration,SM.POP.NETM,1975,37611.0
St. Vincent and the Grenadines,VCT,Net migration,SM.POP.NETM,1975,-1958.0
Venezuela, RB,VEN,Net migration,1975,173.0
British Virgin Islands,VGB,Net migration,SM.POP.NETM,1975,-129.0
Virgin Islands (U.S.),VIR,Net migration,SM.POP.NETM,1975,1233.0
Viet Nam,VNM,Net migration,SM.POP.NETM,1975,-2010.0
Vanuatu,VUT,Net migration,SM.POP.NETM,1975,-15.0
World,WLD,Net migration,SM.POP.NETM,1975,0.0
Samoa,WSM,Net migration,SM.POP.NETM,1975,-522.0
Kosovo,XKX,Net migration,SM.POP.NETM,1975,1188.0
Yemen, Rep.,YEM,Net migration,1975,-22726.0
South Africa,ZAF,Net migration,SM.POP.NETM,1975,38809.0
Zambia,ZMB,Net migration,SM.POP.NETM,1975,-30886.0
Zimbabwe,ZWE,Net migration,SM.POP.NETM,1975,-28988.0
Aruba,ABW,Net migration,SM.POP.NETM,1976,-701.0
Africa Eastern and Southern,AFE,Net migration,SM.POP.NETM,1976,-60672.0
Afghanistan,AFG,Net migration,SM.POP.NETM,1976,-85430.0
Africa Western and Central,AFW,Net migration,SM.POP.NETM,1976,-141841.0
Angola,AGO,Net migration,SM.POP.NETM,1976,47927.0
Albania,ALB,Net migration,SM.POP.NETM,1976,-1684.0
Andorra,AND,Net migration,SM.POP.NETM,1976,1286.0
Arab World,ARB,Net migration,SM.POP.NETM,1976,331843.0
United Arab Emirates,ARE,Net migration,SM.POP.NETM,1976,78903.0
Argentina,ARG,Net migration,SM.POP.NETM,1976,-10235.0
Armenia,ARM,Net migration,SM.POP.NETM,1976,49014.0
American Samoa,ASM,Net migration,SM.POP.NETM,1976,-291.0
Antigua and Barbuda,ATG,Net migration,SM.POP.NETM,1976,-1058.0
Australia,AUS,Net migration,SM.POP.NETM,1976,32792.0
Austria,AUT,Net migration,SM.POP.NETM,1976,8336.0
Azerbaijan,AZE,Net migration,SM.POP.NETM,1976,40241.0
Burundi,BDI,Net migration,SM.POP.NETM,1976,-12848.0
Belgium,BEL,Net migration,SM.POP.NETM,1976,10360.0
Benin,BEN,Net migration,SM.POP.NETM,1976,-4308.0
Burkina Faso,BFA,Net migration,SM.POP.NETM,1976,-25786.0
Bangladesh,BGD,Net migration,SM.POP.NETM,1976,-424970.0
Bulgaria,BGR,Net migration,SM.POP.NETM,1976,-2522.0
Bahrain,BHR,Net migration,SM.POP.NETM,1976,6993.0
Bahamas, The,BHS,Net migration,1976,323.0
Bosnia and Herzegovina,BIH,Net migration,SM.POP.NETM,1976,-13778.0
Belarus,BLR,Net migration,SM.POP.NETM,1976,-5350.0
Belize,BLZ,Net migration,SM.POP.NETM,1976,-1731.0
Bermuda,BMU,Net migration,SM.POP.NETM,1976,-263.0
Bolivia,BOL,Net migration,SM.POP.NETM,1976,-7063.0
Brazil,BRA,Net migration,SM.POP.NETM,1976,-20612.0
Barbados,BRB,Net migration,SM.POP.NETM,1976,-2836.0
Brunei Darussalam,BRN,Net migration,SM.POP.NETM,1976,1080.0
Bhutan,BTN,Net migration,SM.POP.NETM,1976,2700.0
Botswana,BWA,Net migration,SM.POP.NETM,1976,11914.0
Central African Republic,CAF,Net migration,SM.POP.NETM,1976,-33645.0
Canada,CAN,Net migration,SM.POP.NETM,1976,106894.0
Central Europe and the Baltics,CEB,Net migration,SM.POP.NETM,1976,2098.0
Switzerland,CHE,Net migration,SM.POP.NETM,1976,-54255.0
Channel Islands,CHI,Net migration,SM.POP.NETM,1976,456.0
Chile,CHL,Net migration,SM.POP.NETM,1976,-29967.0
China,CHN,Net migration,SM.POP.NETM,1976,-55109.0
Cote d'Ivoire,CIV,Net migration,SM.POP.NETM,1976,12735.0
Cameroon,CMR,Net migration,SM.POP.NETM,1976,-19994.0
Congo, Dem. Rep.,COD,Net migration,1976,-972.0
Congo, Rep.,COG,Net migration,1976,-10944.0
Colombia,COL,Net migration,SM.POP.NETM,1976,-98057.0
Comoros,COM,Net migration,SM.POP.NETM,1976,1585.0
Cabo Verde,CPV,Net migration,SM.POP.NETM,1976,-6389.0
Costa Rica,CRI,Net migration,SM.POP.NETM,1976,2129.0
Caribbean small states,CSS,Net migration,SM.POP.NETM,1976,-35391.0
Cuba,CUB,Net migration,SM.POP.NETM,1976,-41042.0
Curacao,CUW,Net migration,SM.POP.NETM,1976,-1928.0
Cayman Islands,CYM,Net migration,SM.POP.NETM,1976,484.0
Cyprus,CYP,Net migration,SM.POP.NETM,1976,-1496.0
Czechia,CZE,Net migration,SM.POP.NETM,1976,-2727.0
Germany,DEU,Net migration,SM.POP.NETM,1976,-79761.0
Djibouti,DJI,Net migration,SM.POP.NETM,1976,16028.0
Dominica,DMA,Net migration,SM.POP.NETM,1976,-627.0
Denmark,DNK,Net migration,SM.POP.NETM,1976,3182.0
Dominican Republic,DOM,Net migration,SM.POP.NETM,1976,-16866.0
Algeria,DZA,Net migration,SM.POP.NETM,1976,302662.0
East Asia & Pacific (excluding high income),EAP,Net migration,SM.POP.NETM,1976,-253698.0
Early-demographic dividend,EAR,Net migration,SM.POP.NETM,1976,-630949.0
East Asia & Pacific,EAS,Net migration,SM.POP.NETM,1976,-297939.0
Europe & Central Asia (excluding high income),ECA,Net migration,SM.POP.NETM,1976,83962.0
Europe & Central Asia,ECS,Net migration,SM.POP.NETM,1976,351469.0
Ecuador,ECU,Net migration,SM.POP.NETM,1976,-1264.0
Egypt, Arab Rep.,EGY,Net migration,1976,-62368.0
Euro area,EMU,Net migration,SM.POP.NETM,1976,207813.0
Eritrea,ERI,Net migration,SM.POP.NETM,1976,1985.0
Spain,ESP,Net migration,SM.POP.NETM,1976,2804.0
Estonia,EST,Net migration,SM.POP.NETM,1976,6942.0
Ethiopia,ETH,Net migration,SM.POP.NETM,1976,-36125.0
European Union,EUU,Net migration,SM.POP.NETM,1976,218630.0
Fragile and conflict affected situations,FCS,Net migration,SM.POP.NETM,1976,-292497.0
Finland,FIN,Net migration,SM.POP.NETM,1976,-11843.0
Fiji,FJI,Net migration,SM.POP.NETM,1976,-4370.0
France,FRA,Net migration,SM.POP.NETM,1976,59515.0
Faroe Islands,FRO,Net migration,SM.POP.NETM,1976,-13.0
Micronesia, Fed. Sts.,FSM,Net migration,1976,-753.0
Gabon,GAB,Net migration,SM.POP.NETM,1976,899.0
United Kingdom,GBR,Net migration,SM.POP.NETM,1976,-19135.0
Georgia,GEO,Net migration,SM.POP.NETM,1976,-8952.0
Ghana,GHA,Net migration,SM.POP.NETM,1976,-2528.0
Gibraltar,GIB,Net migration,SM.POP.NETM,1976,-113.0
Guinea,GIN,Net migration,SM.POP.NETM,1976,-29220.0
Gambia, The,GMB,Net migration,1976,2979.0
Guinea-Bissau,GNB,Net migration,SM.POP.NETM,1976,32113.0
Equatorial Guinea,GNQ,Net migration,SM.POP.NETM,1976,-9377.0
Greece,GRC,Net migration,SM.POP.NETM,1976,89601.0
Grenada,GRD,Net migration,SM.POP.NETM,1976,-2645.0
Greenland,GRL,Net migration,SM.POP.NETM,1976,-127.0
Guatemala,GTM,Net migration,SM.POP.NETM,1976,-50745.0
Guam,GUM,Net migration,SM.POP.NETM,1976,-325.0
Guyana,GUY,Net migration,SM.POP.NETM,1976,-11445.0
High income,HIC,Net migration,SM.POP.NETM,1976,1127227.0
Hong Kong SAR, China,HKG,Net migration,1976,49994.0
Honduras,HND,Net migration,SM.POP.NETM,1976,-12916.0
Heavily indebted poor countries (HIPC),HPC,Net migration,SM.POP.NETM,1976,-362242.0
Croatia,HRV,Net migration,SM.POP.NETM,1976,-7400.0
Haiti,HTI,Net migration,SM.POP.NETM,1976,-20870.0
Hungary,HUN,Net migration,SM.POP.NETM,1976,-472.0
IBRD only,IBD,Net migration,SM.POP.NETM,1976,-35540.0
IDA & IBRD total,IBT,Net migration,SM.POP.NETM,1976,-1048984.0
IDA total,IDA,Net migration,SM.POP.NETM,1976,-1013444.0
IDA blend,IDB,Net migration,SM.POP.NETM,1976,-40712.0
Indonesia,IDN,Net migration,SM.POP.NETM,1976,48010.0
IDA only,IDX,Net migration,SM.POP.NETM,1976,-972732.0
Isle of Man,IMN,Net migration,SM.POP.NETM,1976,1068.0
India,IND,Net migration,SM.POP.NETM,1976,275984.0
Not classified,INX,Net migration,SM.POP.NETM,1976,
Ireland,IRL,Net migration,SM.POP.NETM,1976,14200.0
Iran, Islamic Rep.,IRN,Net migration,1976,106921.0
Iraq,IRQ,Net migration,SM.POP.NETM,1976,-13915.0
Iceland,ISL,Net migration,SM.POP.NETM,1976,-1181.0
Israel,ISR,Net migration,SM.POP.NETM,1976,10459.0
Italy,ITA,Net migration,SM.POP.NETM,1976,40885.0
Jamaica,JAM,Net migration,SM.POP.NETM,1976,-18084.0
Jordan,JOR,Net migration,SM.POP.NETM,1976,-17309.0
Japan,JPN,Net migration,SM.POP.NETM,1976,-34976.0
Kazakhstan,KAZ,Net migration,SM.POP.NETM,1976,127735.0
Kenya,KEN,Net migration,SM.POP.NETM,1976,-90990.0
Kyrgyz Republic,KGZ,Net migration,SM.POP.NETM,1976,-10499.0
Cambodia,KHM,Net migration,SM.POP.NETM,1976,-52741.0
Kiribati,KIR,Net migration,SM.POP.NETM,1976,-1795.0
St. Kitts and Nevis,KNA,Net migration,SM.POP.NETM,1976,-823.0
Korea, Rep.,KOR,Net migration,1976,-52332.0
Kuwait,KWT,Net migration,SM.POP.NETM,1976,36050.0
Latin America & Caribbean (excluding high income),LAC,Net migration,SM.POP.NETM,1976,-624934.0
Lao PDR,LAO,Net migration,SM.POP.NETM,1976,-21738.0
Lebanon,LBN,Net migration,SM.POP.NETM,1976,0.0
Liberia,LBR,Net migration,SM.POP.NETM,1976,1246.0
Libya,LBY,Net migration,SM.POP.NETM,1976,53813.0
St. Lucia,LCA,Net migration,SM.POP.NETM,1976,-1444.0
Latin America & Caribbean,LCN,Net migration,SM.POP.NETM,1976,-698116.0
Least developed countries: UN classification,LDC,Net migration,SM.POP.NETM,1976,-823767.0
Low income,LIC,Net migration,SM.POP.NETM,1976,-300624.0
Liechtenstein,LIE,Net migration,SM.POP.NETM,1976,161.0
Sri Lanka,LKA,Net migration,SM.POP.NETM,1976,-41258.0
Lower middle income,LMC,Net migration,SM.POP.NETM,1976,-701216.0
Low & middle income,LMY,Net migration,SM.POP.NETM,1976,-1131021.0
Lesotho,LSO,Net migration,SM.POP.NETM,1976,2986.0
Late-demographic dividend,LTE,Net migration,SM.POP.NETM,1976,105157.0
Lithuania,LTU,Net migration,SM.POP.NETM,1976,8581.0
Luxembourg,LUX,Net migration,SM.POP.NETM,1976,2802.0
Latvia,LVA,Net migration,SM.POP.NETM,1976,8870.0
Macao SAR, China,MAC,Net migration,1976,4428.0
St. Martin (French part),MAF,Net migration,SM.POP.NETM,1976,44.0
Morocco,MAR,Net migration,SM.POP.NETM,1976,-58019.0
Monaco,MCO,Net migration,SM.POP.NETM,1976,459.0
Moldova,MDA,Net migration,SM.POP.NETM,1976,2885.0
Madagascar,MDG,Net migration,SM.POP.NETM,1976,-5655.0
Maldives,MDV,Net migration,SM.POP.NETM,1976,-101.0
Middle East & North Africa,MEA,Net migration,SM.POP.NETM,1976,341230.0
Mexico,MEX,Net migration,SM.POP.NETM,1976,-229450.0
Marshall Islands,MHL,Net migration,SM.POP.NETM,1976,-233.0
Middle income,MIC,Net migration,SM.POP.NETM,1976,-830397.0
North Macedonia,MKD,Net migration,SM.POP.NETM,1976,-911.0
Mali,MLI,Net migration,SM.POP.NETM,1976,-33999.0
Malta,MLT,Net migration,SM.POP.NETM,1976,-1641.0
Myanmar,MMR,Net migration,SM.POP.NETM,1976,-60561.0
Middle East & North Africa (excluding high income),MNA,Net migration,SM.POP.NETM,1976,106590.0
Montenegro,MNE,Net migration,SM.POP.NETM,1976,-1447.0
Mongolia,MNG,Net migration,SM.POP.NETM,1976,6577.0
Northern Mariana Islands,MNP,Net migration,SM.POP.NETM,1976,-147.0
Mozambique,MOZ,Net migration,SM.POP.NETM,1976,61326.0
Mauritania,MRT,Net migration,SM.POP.NETM,1976,-1645.0
Mauritius,MUS,Net migration,SM.POP.NETM,1976,-3807.0
Malawi,MWI,Net migration,SM.POP.NETM,1976,8206.0
Malaysia,MYS,Net migration,SM.POP.NETM,1976,-18316.0
North America,NAC,Net migration,SM.POP.NETM,1976,742221.0
Namibia,NAM,Net migration,SM.POP.NETM,1976,-5048.0
New Caledonia,NCL,Net migration,SM.POP.NETM,1976,-9.0
Niger,NER,Net migration,SM.POP.NETM,1976,-3308.0
Nigeria,NGA,Net migration,SM.POP.NETM,1976,72889.0
Nicaragua,NIC,Net migration,SM.POP.NETM,1976,-10155.0
Netherlands,NLD,Net migration,SM.POP.NETM,1976,18774.0
Norway,NOR,Net migration,SM.POP.NETM,1976,4779.0
Nepal,NPL,Net migration,SM.POP.NETM,1976,-15119.0
Nauru,NRU,Net migration,SM.POP.NETM,1976,0.0
New Zealand,NZL,Net migration,SM.POP.NETM,1976,-9138.0
OECD members,OED,Net migration,SM.POP.NETM,1976,301734.0
Oman,OMN,Net migration,SM.POP.NETM,1976,8299.0
Other small states,OSS,Net migration,SM.POP.NETM,1976,25629.0
Pakistan,PAK,Net migration,SM.POP.NETM,1976,48238.0
Panama,PAN,Net migration,SM.POP.NETM,1976,-2727.0
Peru,PER,Net migration,SM.POP.NETM,1976,-34602.0
Philippines,PHL,Net migration,SM.POP.NETM,1976,-115730.0
Palau,PLW,Net migration,SM.POP.NETM,1976,-296.0
Papua New Guinea,PNG,Net migration,SM.POP.NETM,1976,-24198.0
Poland,POL,Net migration,SM.POP.NETM,1976,-25716.0
Pre-demographic dividend,PRE,Net migration,SM.POP.NETM,1976,-238610.0
Puerto Rico,PRI,Net migration,SM.POP.NETM,1976,-2483.0
Korea, Dem. People's Rep.,PRK,Net migration,1976,0.0
Portugal,PRT,Net migration,SM.POP.NETM,1976,40490.0
Paraguay,PRY,Net migration,SM.POP.NETM,1976,-4066.0
West Bank and Gaza,PSE,Net migration,SM.POP.NETM,1976,-14515.0
Pacific island small states,PSS,Net migration,SM.POP.NETM,1976,-8773.0
Post-demographic dividend,PST,Net migration,SM.POP.NETM,1976,755903.0
French Polynesia,PYF,Net migration,SM.POP.NETM,1976,474.0
Qatar,QAT,Net migration,SM.POP.NETM,1976,10494.0
Romania,ROU,Net migration,SM.POP.NETM,1976,18748.0
Russian Federation,RUS,Net migration,SM.POP.NETM,1976,113851.0
Rwanda,RWA,Net migration,SM.POP.NETM,1976,-7027.0
South Asia,SAS,Net migration,SM.POP.NETM,1976,-239956.0
Saudi Arabia,SAU,Net migration,SM.POP.NETM,1976,85083.0
Sudan,SDN,Net migration,SM.POP.NETM,1976,22147.0
Senegal,SEN,Net migration,SM.POP.NETM,1976,-18716.0
Singapore,SGP,Net migration,SM.POP.NETM,1976,949.0
Solomon Islands,SLB,Net migration,SM.POP.NETM,1976,-48.0
